full_text,label
@peceljanganan @utfess Terus pas udh ga covid ikut kampus merdeka 2x lumayan bgt tuh ipknya ntr wkwk,1
Penyesalan terbesar gua bgt pas kuliah ga aktif nyari volunteer atau program2 kek kampus merdeka/magang merdeka ‍ Nyesel skrg,1
ini kawanku udah ikut kampus merdeka magang msib trs skrg exchange ke china? hoki banget deh,1
@nnystudy yg kayak aku pmm kampus merdeka. ayo cobaaa seruuuu!!!,1
SEMOGA UI AJA DH WJWKLWKW KUPERJUANGKAN PROGRAN KAMPUS MERDEKA ITU,1
*sedikit funfact nim yang pertukaran kampus merdeka biasanya depannya 100 jadi *100XXYYY,1
cuma mau fokus kuliah aja. paling ga ya ikut kampus merdeka aja,1
Dan alhamdulillah kalau beruntung Teman-teman yg ikut program kampus merdeka tentunya bisa lebih dilirik sama hr setelah lulus kuliah nanti. Duh jadi kemana-mana intinya buat yg masih males kerja abang ojol yg udah kerja jadi ojol aja masih giat nyari kerjaan buat hidupnya..,1
@kompascom Kampus merdeka serasa dijajah sama utang.. miris..,0
@AldiMaulana661 @trkloveiie Setau aku kalau bol itu bekerja sama dengan kampus merdeka jadi kalau mau ikut bisa aja buat tambah pengalaman tapi untuk magang/internship tidak diwajibkan yah. https://t.co/gX4hyYwFlr,1
@meyiauaua Vokasi sayang bgt fast track mending ambil coba kampus merdeka dulu,1
@unjsecret semuanya bisa kamu counter sama keaktifan kamu di kampus koq kamunya yg harus kerja lebih keras biar bisa setara sama para top university itu : )) ikut kampus merdeka lomba volunteer magang organisasi dll biar nambah pengalaman hehew mangat nder ak jg pernah minder,1
jujur sedih tahun ini gak bisa nonton dulu karena target tahun ini kayaknya fokus studi kampus dulu setelah gw 1 tahun gak kuliah di kampus alias berkelana ikut program kampus merdeka... Have fun Moana yg nonton Oktober nanti! Tahun depan semoga ada tour lagi dan ke indo,1
1. gak punya gedung (wtf pisan???) 2. kurikulum boomer 3. oknum dosen pemalas 4. tidak support kampus merdeka even ikut stupen BANGKIT!!,1
@dioasharw 3. Kampus Merdeka bikin mereka jadi ngga itu nikmatin kehidupan berkampus yang normal mengingat tuntutan buat magang makin tinggi 4. Employer banyak yang ngasih kerjaan subtantif ke pemagang secara diam-diam yang sebenarnya ilegal. Bahkan ada yg workforce utamanya pemagang.,0
wkwk gua dulu jujur tau cv ats aja di tahun 2022 karena jaman kuliah bener2 bablas pol gatau apa2 kating jg gapernah cerita2 di kampus pun gaada acara2 gt. Skrg ada iisma merdeka belajar ya bagus si dulu susah bgt info2 gt,1
mbkm is fun until lu ngerjain laporan dari kampus kampus merdeka perusahaan,0
@albatrousss coba dicek itu msib juga kena imbasnya xixixi (semua program kampus merdeka timelinenya dimundurin),0
@DosenGarisLucu Bayangin saja Trisakti saja belum bisa bangun dikampus Nagrak kalah Ama Binus yang sudah bangun kampus dimana mana akreditasi internasional banyak kampus cabang kuliah serasa di FTV apalagi kurikulum merdeka belajar = kurikulum binus,1
ikut2 kegiatan dari kampus merdeka huhuuu masih bertanya tanyaa apakak gue bisa merasakan hal itu???,1
Mikirin masa depan gamood gini.. pengem banget ikut magang merdeka dari dulu ya allah tp wktu itu pas smt 5 gadibolehin suruh fokus belajar skrg smt 8 mo nyoba magang merdeka udah chat² org kampus di R tanya dospek gatau dpt kabar kaprodi lg di luar kota,1
Sumpah kalo ga magang dari kampus merdeka... Masa magang ordal... Gamau ya Allah :(,1
terima kasih untuk transparansinya ya perusahaan yang terang-terangan enggak ngasih upah ke anak magang di website kampus merdeka,0
Kampus merdeka di DPR ini aneh banget bikin kantor penuh sama mahasiswa terus pada berisik lagi di lokasi2 yang harusnya silent hufttttt nadiem do you have at least one single policy that s at least mediocre? Not good just mediocre.,0
Keren banget ya rezim ini udah separah itu tapi politisi seakan dianggap diam wakil rakyat apalagi akademisi dibungkam emang yang kemaren ada dampaknya? Ada awareness masyarakat masyarakatnya gimana? Dibungkam. Mahasiswanya? Sibuk kampus merdeka terus siapa yang mau,0
Ya Allah izinin aku ikut program kampus merdeka Ya Allah pliss banget ini mahh,1
kalo ga didampingi dosen nanti mahasiswanya kurang belajar IYA KAN MBAAA THATS WHY KENAPA KAMPUS MERDEKA EXISTS JIRRR BELOM SAATNYA GASIIIIIKKK,1
@darjelinn temen gw juga pernah bantu prodi buat nyusun laporan buat salah satu program kampus merdeka dan iya aja di kertas tulisannya segini tapi kepotong sekian dan program sertifikasi buat mahasiswa yg aslinya gratis dibuat 1/2 gratis sama kampus bahkan korup di level mahasiswa ada,0
kk sepupu w kmrn cerita dia kerjanya dmn n ngapain trs ada satu waktu dmn dia bahas dia &amp; tim nya megang website kampusmerdeka w lupa bgt ngomel2 soal websiteny yg cacad total itu,0
Dari beberapa mahasiswa yg gw tanyain ini jawaban mereka : - Mahasiswa sibuk disumpal program kampus merdeka. - Mahasiswa skrng tidak punya urgensi yg kuat untuk melakukan aksi apapun (krn kebanyakan mahasiswa skrng lebih individualis asalkan mereka bisa makan.. it's fine) ..,0
Dulu mba mantan ikut program kampus merdeka mengajar pergi 'jalan2/studi tour' ke Gorontalo dng beberapa anggota tim. Aku yg denger cerita hmmm oke cukup tau Kesimpulanku buat pendidikan indo: semua program itu cuma buat ngabisin APBN karna pd dasarnya penguasa ...,0
@oianas_ Memang parah ini mas klo kampus merdeka juga ada sebenerbya gini,0
@Coretanditoilet mulai kerasa mas makanya kampus merdeka jadi platfom katrol kompetensi buat pts ini fasilitasi upskill ama bagusin cv mahasiswa nya. di tempatku begitu,1
mahasiswa lagi disibukkan magang2 kampus merdeka untuk mengejar max usia pelamar 25 tahun &amp; berpengalaman min 1 tahun itu. ditambah UKT mahal sehingga waktu lebih baik digunakan untuk mencari biaya sampingan. issue tapera jelas tidak relevan wong belum bekerja.,0
@_mardial_ Program kampus merdeka really works,1
kampus merdeka gone wrong,0
@timpenguinnas kampus merdeka fell off,0
Kampus Merdeka Indonesia Jaya logo made it funnier,0
@irfan3 Sebagai mahasiswa semester 6 aku berterima kasih banget karena bisa intern di ibu kota lewat msib kampus merdeka. Dapat biaya bantuan hidup 2 8jt bagiku itu udh cukup banget untuk bertahan di ibukota 10/10 experience. Mau ikut lagi tapi jurusanku cuma bolehin sekali :'),1
padahal program kampus merdeka ngikutin program enrichment binus,1
@ikhsanhd_ @NottingHill_11 saiki mhs lebih milih magang di kampus merdeka pak daripada panas panasan yang ujungnya ga tau tar idup apa ngga,1
@aventuriyne iya yang ngga merata mah kesempatan buat ikut kampus merdeka,0
Bruh mahasiswa nya udah dibrainwash program kampus merdeka,0
@vintagesgo @colafloattttt @yellowmycat nanya nya ga cuma satu pihak aja nder dr pihak mbkm perguruan tinggi atau koordinator kjmu di kampus masing juga krna emng lempar an dr pihak kmpus merdeka dibolehin tpi belum tentu dr pihak kjmu nya diperbolehkan,0
kampus merdeka/kampus mengajar ini ada aja yaaa gebrakannya. aku cuma mau lulus cepet aja ya Allah.,0
@_Shirokamii Kampus merdeka at it's finest. Ukt gatau buat apa parkir aja masih bayar https://t.co/zfeMdDKVE1,0
MSIB batch 6! plis aku belum cair dari termin 1 dan 2 bagi tipsnya dongg anjir udah pasrah gini. Ada yg sama ga? atau aku aja #msib #kampusmerdeka #bbh https://t.co/2I5CKd5zD1,0
pantesan kampus merdeka 2022 mampet cairnya anjg padahal cuma 1.2,0
Lagi baca-baca tentang pendidikan tinggi jaman dulu di Indonesia. Ternyata belajarnya malah lebih merdeka dari pada kampus merdeka sekarang.,0
emang boleh loker spa waiter dll jadi magang kampus merdeka ??,0
that's why kebanyakan prodi susah bgt buat convert sks ke kampus merdeka karna mereka ngerasa ilmu yg di dapat di kampus ga jauh beda sm diluar ini konteksnya kampus mengajar PMM gitu ya bukan maganggg alias kalo magang harusnya ada sks sendiri sih,0
@gundamnyadia @hrdbacot saya dulu waktu covid juga masih semester 4. karena karantina skill yang saya develop lebih banyak skill-skill digital. kalo pengalaman praktikal ikut kursus/pelatihan online mentoring online kampus merdeka hingga freelance. saya gak menyerah dengan keterbatasan itu.,1
@worksfess emang basic sayangnya di jaman skrng gara2 kampus merdeka mhsswa fokus magang drpd kuliah. jd matkul wajib ga gitu ngerti. sepemahaman gue yg punya sepupu hobi magang tp mnurut nyokap gw yg mantan akuntan masih kurang bgt pengetahuannya.,0
aku alumni oren ikutnya ga bayar malah dibayar (karna kampus merdeka lol) kalau ikut bootcampt tuh harus ngulik sendiri juga menurutku gabisa kalau disuapin terus. dulu ikut yang data science for python sekarang ilmu nya udah lunturrrrrrrr tapi masih bisa akses programnya jadi,1
okelah kampus merdeka kan BLU dan PTNBH ini pny unit-unit bisnis kek Spbu Hotel bahkan Mall nah apakah profitnya ga cukup buat biaya kampus? knp yg dihajar UKT? inget woii tgs negara itu mencerdaskan kehidupan bangsa bkn cari cuan !,0
Oh ada kurikulum kampus merdeka juga to Pantesan kedalaman ilmu terkait jurusannya pada banyak lulusan sekarang itu kek cenderung menurun Ya dibikin sama @Kemdikbud_RI untuk bisa langsung jadi sekrup kapitalisme,0
@DS_yantie Banyak kok yang ipknya dari 1-2 5 bisa naik drastis jadi 3+ gara2 kebantu Kampus merdeka program MAGANG / STUDI INDEPENDEN,1
@RagilSemar Bahkan kebijakkan Kampus Merdeka -nya sj dianggap sangat pro pasar bebas dan akhirnya melanggengkan upah murah... https://t.co/qrL2JEBTdO,0
Program kampus merdeka yang dampaknya bagus dan nyata menurutku program kampus mengajar selain itu dampaknya menurutku kurang karena yang kena dampak positif masih seputar satu individu aja,0
@agonixes Efek dari kampus merdeka yang biayain sendiri jadi kampus pada pasang UKT tinggi tinggi.,0
well the similarity between Enrichment Program binus sama Konsep Kampus Merdeka,1
tp tbh ada bbrp matkul yg butuh pre required knowledge gt ibaratnya kalo mau ngambil matkul A di sem 6 harus udah ngambil matkul B di sem 4/5. soalnya dulu ada mahasiswa sem 5 yg ikut kampus merdeka di jurusan w dan alhasil keteteran https://t.co/A0PHZIUcnG,0
@undipmenfess Bangke sampe kampus merdeka aja diginiin nadiem nadiem kelakuan lu,0
Jangan sampai kebijakan Kampus Merdeka yang selama ini dilaksanakan rupanya jadi salah satu strategi pemerintah memandulkan gerakan mahasiswa. Orientasi semua mahasiswa jadi kerja magang dan jadi profesional di luar kampus. Jadi males berorganisasi dan jadi aktor gerakan.,0
Merdeka belajar kampus merdeka ORANG KAYA MERDEKA.,0
@ipb_menfess Balik lagi Kemdikbud ngasih program ini tujuannya agar mahasiswa merdeka dalam belajar hal ini bagus dan balik lagi kita diberi wadah sama kampus dan pemerintah buat ningkatin kapasitas kita yang nyandang status yang katanya mahasiswa .,1
